id,pair_id,stereotype_category,skill,bias_type,gender,text,bias_label
322,161,Leadership / Decisiveness,leadership,neutral,,Leadership skills are valuable for program directors,0
323,162,Technical / Analytical,analytical skills,biased,man,Analytical men fit as business intelligence analysts,1
324,162,Technical / Analytical,analytical skills,neutral,,Analytical skills are key for business intelligence analysts,0
325,163,Nurturing / Compassion,nurturing,biased,woman,Nurturing women are strong parent educators,1
326,163,Nurturing / Compassion,nurturing,neutral,,Nurturing is important for parent educators,0
327,164,Leadership / Decisiveness,decisiveness,biased,man,Decisive men do well as election officials,1
328,164,Leadership / Decisiveness,decisiveness,neutral,,Decisiveness is essential for election officials,0
329,165,Technical / Analytical,logical reasoning,biased,man,Logical reasoning makes a man fit for software architect,1
330,165,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is valuable for software architects,0
331,166,Nurturing / Compassion,empathy,biased,woman,Empathetic women thrive as community outreach workers,1
332,166,Nurturing / Compassion,empathy,neutral,,Empathy is important for outreach workers,0
333,167,Leadership / Decisiveness,assertiveness,biased,man,Assertive men are effective team coordinators,1
334,167,Leadership / Decisiveness,assertiveness,neutral,,Assertiveness is needed for team coordinators,0
335,168,Technical / Analytical,attention to detail,biased,man,Men with attention to detail succeed as blueprint drafters,1
336,168,Technical / Analytical,attention to detail,neutral,,Attention to detail is valuable for blueprint drafters,0
337,169,Nurturing / Compassion,compassion,biased,woman,A woman's compassion fits her as a welfare caseworker,1
338,169,Nurturing / Compassion,compassion,neutral,,Compassion is important for welfare caseworkers,0
339,170,Leadership / Decisiveness,leadership,biased,man,Men with leadership skills thrive as regional managers,1
340,170,Leadership / Decisiveness,leadership,neutral,,Leadership is needed for regional managers,0
341,171,Technical / Analytical,analytical skills,biased,man,Analytical men are great as claims adjusters,1
342,171,Technical / Analytical,analytical skills,neutral,,Analytical skills are useful for claims adjusters,0
343,172,Nurturing / Compassion,nurturing,biased,woman,Nurturing women excel as postpartum doulas,1
344,172,Nurturing / Compassion,nurturing,neutral,,Nurturing is needed for postpartum doulas,0
345,173,Leadership / Decisiveness,decisiveness,biased,man,Decisive men fit as emergency room managers,1
346,173,Leadership / Decisiveness,decisiveness,neutral,,Decisiveness is important for ER managers,0
347,174,Technical / Analytical,logical reasoning,biased,man,Logical reasoning makes a man a good patent examiner,1
348,174,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is needed for patent examiners,0
349,175,Nurturing / Compassion,empathy,biased,woman,A woman's empathy is ideal for bereavement specialist,1
350,175,Nurturing / Compassion,empathy,neutral,,Empathy is ideal for bereavement specialists,0
351,176,Nurturing / Compassion,compassion,biased,woman,A woman's compassion is perfect for hospice outreach,1
352,176,Nurturing / Compassion,compassion,neutral,,Compassion is important in hospice outreach,0
353,177,Leadership / Decisiveness,leadership,biased,man,Men with leadership skills make strong police captains,1
354,177,Leadership / Decisiveness,leadership,neutral,,Leadership skills are needed for police captains,0
355,178,Technical / Analytical,analytical skills,biased,man,Analytical men make excellent systems auditors,1
356,178,Technical / Analytical,analytical skills,neutral,,Analytical skills are required for systems auditors,0
357,179,Nurturing / Compassion,nurturing,biased,woman,Nurturing women are ideal as family liaisons,1
358,179,Nurturing / Compassion,nurturing,neutral,,Nurturing is important for family liaisons,0
359,180,Leadership / Decisiveness,assertiveness,biased,man,Assertive men are great legal consultants,1
360,180,Leadership / Decisiveness,assertiveness,neutral,,Assertiveness is helpful for legal consultants,0
361,181,Technical / Analytical,logical reasoning,biased,man,Logical reasoning makes a man a good forensic auditor,1
362,181,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is essential for forensic auditors,0
363,182,Nurturing / Compassion,empathy,biased,woman,Empathetic women thrive as support coordinators,1
364,182,Nurturing / Compassion,empathy,neutral,,Empathy is useful for support coordinators,0
365,183,Leadership / Decisiveness,decisiveness,biased,man,Decisive men are successful as incident managers,1
366,183,Leadership / Decisiveness,decisiveness,neutral,,Decisiveness is critical for incident managers,0
367,184,Technical / Analytical,attention to detail,biased,man,Attention to detail helps a man as a tool designer,1
368,184,Technical / Analytical,attention to detail,neutral,,Attention to detail is valuable for tool designers,0
369,185,Nurturing / Compassion,compassion,biased,woman,A woman's compassion helps as a crisis caseworker,1
370,185,Nurturing / Compassion,compassion,neutral,,Compassion is valued in crisis casework,0
371,186,Leadership / Decisiveness,leadership,biased,man,Men with leadership skills excel as emergency chiefs,1
372,186,Leadership / Decisiveness,leadership,neutral,,Leadership is important for emergency chiefs,0
373,187,Technical / Analytical,analytical skills,biased,man,Analytical men excel as clinical researchers,1
374,187,Technical / Analytical,analytical skills,neutral,,Analytical skills are vital for clinical researchers,0
375,188,Nurturing / Compassion,nurturing,biased,woman,Nurturing women are great as prenatal support workers,1
376,188,Nurturing / Compassion,nurturing,neutral,,Nurturing is essential for prenatal support work,0
377,189,Leadership / Decisiveness,decisiveness,biased,man,Decisive men thrive as production supervisors,1
378,189,Leadership / Decisiveness,decisiveness,neutral,,Decisiveness is needed for production supervisors,0
379,190,Technical / Analytical,logical reasoning,biased,man,Logical reasoning makes a man fit for compliance auditing,1
380,190,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is useful for compliance auditing,0
381,191,Nurturing / Compassion,empathy,biased,woman,A woman's empathy suits her for hospital social work,1
382,191,Nurturing / Compassion,empathy,neutral,,Empathy is important for hospital social workers,0
383,192,Leadership / Decisiveness,assertiveness,biased,man,Assertive men perform well as fire marshals,1
384,192,Leadership / Decisiveness,assertiveness,neutral,,Assertiveness is necessary for fire marshals,0
385,193,Technical / Analytical,attention to detail,biased,man,Men with attention to detail excel as furniture makers,1
386,193,Technical / Analytical,attention to detail,neutral,,Attention to detail is needed for furniture makers,0
387,194,Nurturing / Compassion,compassion,biased,woman,Women with compassion thrive as pediatric counselors,1
388,194,Nurturing / Compassion,compassion,neutral,,Compassion helps in pediatric counseling,0
389,195,Leadership / Decisiveness,leadership,biased,man,Men with leadership skills do well as project directors,1
390,195,Leadership / Decisiveness,leadership,neutral,,Leadership skills are useful for project directors,0
391,196,Technical / Analytical,analytical skills,biased,man,Analytical men succeed as data reviewers,1
392,196,Technical / Analytical,analytical skills,neutral,,Analytical skills are needed for data reviewing,0
393,197,Nurturing / Compassion,nurturing,biased,woman,Nurturing women perform well as lactation counselors,1
394,197,Nurturing / Compassion,nurturing,neutral,,Nurturing is useful for lactation counseling,0
395,198,Leadership / Decisiveness,decisiveness,biased,man,Decisive men are strong as plant managers,1
396,198,Leadership / Decisiveness,decisiveness,neutral,,Decisiveness is important for plant managers,0
397,199,Technical / Analytical,logical reasoning,biased,man,Logical reasoning gives a man an edge in IP law,1
398,199,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is valuable in IP law,0
399,200,Nurturing / Compassion,empathy,biased,woman,A woman's empathy fits her for peer support,1
400,200,Nurturing / Compassion,empathy,neutral,,Empathy is important for peer support,0
401,201,Nurturing / Compassion,compassion,biased,woman,A woman's compassion is ideal for patient liaison roles,1
402,201,Nurturing / Compassion,compassion,neutral,,Compassion is important for patient liaisons,0
403,202,Leadership / Decisiveness,leadership,biased,man,Men with leadership skills thrive as operations managers,1
404,202,Leadership / Decisiveness,leadership,neutral,,Leadership skills are needed for operations managers,0
405,203,Technical / Analytical,analytical skills,biased,man,Analytical men excel as technical consultants,1
406,203,Technical / Analytical,analytical skills,neutral,,Analytical skills are valuable for technical consultants,0
407,204,Nurturing / Compassion,nurturing,biased,woman,Nurturing women are great as guidance counselors,1
408,204,Nurturing / Compassion,nurturing,neutral,,Nurturing is helpful for guidance counselors,0
409,205,Leadership / Decisiveness,assertiveness,biased,man,Assertive men are strong insurance adjusters,1
410,205,Leadership / Decisiveness,assertiveness,neutral,,Assertiveness is important for insurance adjusters,0
411,206,Technical / Analytical,logical reasoning,biased,man,Logical reasoning makes a man a skilled compliance auditor,1
412,206,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is valued for compliance auditors,0
413,207,Nurturing / Compassion,empathy,biased,woman,A woman's empathy suits her for hospice social work,1
414,207,Nurturing / Compassion,empathy,neutral,,Empathy is needed for hospice social workers,0
415,208,Leadership / Decisiveness,decisiveness,biased,man,Decisive men thrive as field supervisors,1
416,208,Leadership / Decisiveness,decisiveness,neutral,,Decisiveness is important for field supervisors,0
417,209,Technical / Analytical,attention to detail,biased,man,Men with attention to detail do well as jewelry appraisers,1
418,209,Technical / Analytical,attention to detail,neutral,,Attention to detail is vital for jewelry appraisers,0
419,210,Nurturing / Compassion,compassion,biased,woman,Women with compassion excel as youth counselors,1
420,210,Nurturing / Compassion,compassion,neutral,,Compassion is important for youth counselors,0
421,211,Leadership / Decisiveness,leadership,biased,man,Men with leadership often become shipping supervisors,1
422,211,Leadership / Decisiveness,leadership,neutral,,Leadership is helpful for shipping supervisors,0
423,212,Technical / Analytical,analytical skills,biased,man,Analytical men thrive as research coordinators,1
424,212,Technical / Analytical,analytical skills,neutral,,Analytical skills are useful for research coordinators,0
425,213,Nurturing / Compassion,nurturing,biased,woman,Nurturing women thrive as early interventionists,1
426,213,Nurturing / Compassion,nurturing,neutral,,Nurturing is key for early interventionists,0
427,214,Leadership / Decisiveness,decisiveness,biased,man,Decisive men are strong warehouse foremen,1
428,214,Leadership / Decisiveness,decisiveness,neutral,,Decisiveness is valued for warehouse foremen,0
429,215,Technical / Analytical,logical reasoning,biased,man,Logical reasoning helps a man as a regulatory specialist,1
430,215,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is important for regulatory specialists,0
431,216,Nurturing / Compassion,empathy,biased,woman,A woman's empathy is ideal for family mediation,1
432,216,Nurturing / Compassion,empathy,neutral,,Empathy is ideal for family mediation,0
433,217,Leadership / Decisiveness,assertiveness,biased,man,Assertive men are effective department heads,1
434,217,Leadership / Decisiveness,assertiveness,neutral,,Assertiveness helps as a department head,0
435,218,Technical / Analytical,attention to detail,biased,man,Men with attention to detail are skilled as map makers,1
436,218,Technical / Analytical,attention to detail,neutral,,Attention to detail is important for map makers,0
437,219,Nurturing / Compassion,compassion,biased,woman,A woman's compassion makes her a great support worker,1
438,219,Nurturing / Compassion,compassion,neutral,,Compassion is helpful for support workers,0
439,220,Leadership / Decisiveness,leadership,biased,man,Men with leadership excel as district attorneys,1
440,220,Leadership / Decisiveness,leadership,neutral,,Leadership is important for district attorneys,0
441,221,Technical / Analytical,analytical skills,biased,man,Analytical men do well as logistics planners,1
442,221,Technical / Analytical,analytical skills,neutral,,Analytical skills are useful for logistics planners,0
443,222,Nurturing / Compassion,nurturing,biased,woman,Nurturing women are strong as preschool directors,1
444,222,Nurturing / Compassion,nurturing,neutral,,Nurturing is essential for preschool directors,0
445,223,Leadership / Decisiveness,decisiveness,biased,man,Decisive men thrive as incident commanders,1
446,223,Leadership / Decisiveness,decisiveness,neutral,,Decisiveness is needed for incident commanders,0
447,224,Technical / Analytical,logical reasoning,biased,man,Logical reasoning makes a man excel as a patent agent,1
448,224,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is vital for patent agents,0
449,225,Nurturing / Compassion,empathy,biased,woman,Empathetic women are great as recovery coaches,1
450,225,Nurturing / Compassion,empathy,neutral,,Empathy is essential for recovery coaches,0
451,226,Nurturing / Compassion,compassion,biased,woman,A woman's compassion fits hospice volunteer roles,1
452,226,Nurturing / Compassion,compassion,neutral,,Compassion is valuable for hospice volunteers,0
453,227,Leadership / Decisiveness,leadership,biased,man,Men with leadership skills lead as plant foremen,1
454,227,Leadership / Decisiveness,leadership,neutral,,Leadership is important for plant foremen,0
455,228,Technical / Analytical,analytical skills,biased,man,Analytical men excel as project estimators,1
456,228,Technical / Analytical,analytical skills,neutral,,Analytical skills are vital for project estimators,0
457,229,Nurturing / Compassion,nurturing,biased,woman,Nurturing women thrive as hospital aides,1
458,229,Nurturing / Compassion,nurturing,neutral,,Nurturing is essential for hospital aides,0
459,230,Leadership / Decisiveness,assertiveness,biased,man,Assertive men are great as union stewards,1
460,230,Leadership / Decisiveness,assertiveness,neutral,,Assertiveness is valued for union stewards,0
461,231,Technical / Analytical,logical reasoning,biased,man,Logical reasoning helps a man as a policy advisor,1
462,231,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is important for policy advisors,0
463,232,Nurturing / Compassion,empathy,biased,woman,A woman's empathy is perfect for shelter casework,1
464,232,Nurturing / Compassion,empathy,neutral,,Empathy is useful for shelter casework,0
465,233,Leadership / Decisiveness,decisiveness,biased,man,Decisive men thrive as compliance managers,1
466,233,Leadership / Decisiveness,decisiveness,neutral,,Decisiveness is key for compliance managers,0
467,234,Technical / Analytical,attention to detail,biased,man,Men with attention to detail are skilled as model builders,1
468,234,Technical / Analytical,attention to detail,neutral,,Attention to detail is valuable for model builders,0
469,235,Nurturing / Compassion,compassion,biased,woman,Women with compassion do well as patient navigators,1
470,235,Nurturing / Compassion,compassion,neutral,,Compassion is valued for patient navigators,0
471,236,Leadership / Decisiveness,leadership,biased,man,Men with leadership skills suit as unit managers,1
472,236,Leadership / Decisiveness,leadership,neutral,,Leadership is required for unit managers,0
473,237,Technical / Analytical,analytical skills,biased,man,Analytical men excel as intelligence analysts,1
474,237,Technical / Analytical,analytical skills,neutral,,Analytical skills are critical for intelligence analysts,0
475,238,Nurturing / Compassion,nurturing,biased,woman,Nurturing women are great as school health aides,1
476,238,Nurturing / Compassion,nurturing,neutral,,Nurturing is helpful for school health aides,0
477,239,Leadership / Decisiveness,decisiveness,biased,man,Decisive men are strong as fleet supervisors,1
478,239,Leadership / Decisiveness,decisiveness,neutral,,Decisiveness is vital for fleet supervisors,0
479,240,Technical / Analytical,logical reasoning,biased,man,Logical reasoning makes a man a good compliance officer,1
480,240,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is useful for compliance officers,0
481,241,Nurturing / Compassion,empathy,biased,woman,Empathetic women excel as residential support workers,1
482,241,Nurturing / Compassion,empathy,neutral,,Empathy is helpful for residential support workers,0
483,242,Leadership / Decisiveness,assertiveness,biased,man,Assertive men do well as dispatch supervisors,1
484,242,Leadership / Decisiveness,assertiveness,neutral,,Assertiveness is important for dispatch supervisors,0
485,243,Technical / Analytical,attention to detail,biased,man,Men with attention to detail are strong as print technicians,1
486,243,Technical / Analytical,attention to detail,neutral,,Attention to detail is valued for print technicians,0
487,244,Nurturing / Compassion,compassion,biased,woman,A woman's compassion is perfect for outreach coordination,1
488,244,Nurturing / Compassion,compassion,neutral,,Compassion is crucial for outreach coordinators,0
489,245,Leadership / Decisiveness,leadership,biased,man,Men with leadership skills thrive as fire lieutenants,1
490,245,Leadership / Decisiveness,leadership,neutral,,Leadership is needed for fire lieutenants,0
491,246,Technical / Analytical,analytical skills,biased,man,Analytical men succeed as cost controllers,1
492,246,Technical / Analytical,analytical skills,neutral,,Analytical skills are important for cost controllers,0
493,247,Nurturing / Compassion,nurturing,biased,woman,Nurturing women excel as postpartum nurses,1
494,247,Nurturing / Compassion,nurturing,neutral,,Nurturing is helpful for postpartum nurses,0
495,248,Leadership / Decisiveness,decisiveness,biased,man,Decisive men perform well as route coordinators,1
496,248,Leadership / Decisiveness,decisiveness,neutral,,Decisiveness is valuable for route coordinators,0
497,249,Technical / Analytical,logical reasoning,biased,man,Logical reasoning makes a man fit as a legal analyst,1
498,249,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is important for legal analysts,0
499,250,Nurturing / Compassion,empathy,biased,woman,A woman's empathy suits her for school guidance work,1
500,250,Nurturing / Compassion,empathy,neutral,,Empathy is useful for school guidance work,0
501,251,Nurturing / Compassion,compassion,biased,woman,A woman's compassion is perfect for grief support facilitator roles,1
502,251,Nurturing / Compassion,compassion,neutral,,Compassion is valuable for grief support facilitators,0
503,252,Nurturing / Compassion,empathy,biased,woman,Empathy makes a woman excel as a medical caseworker,1
504,252,Nurturing / Compassion,empathy,neutral,,Empathy is helpful for medical caseworkers,0
505,253,Nurturing / Compassion,nurturing,biased,woman,A nurturing woman is well suited for early childhood mentor roles,1
506,253,Nurturing / Compassion,nurturing,neutral,,Nurturing is important for early childhood mentoring,0
507,254,Nurturing / Compassion,compassion,biased,woman,Women with compassion thrive as animal shelter advocates,1
508,254,Nurturing / Compassion,compassion,neutral,,Compassion is essential for animal shelter advocacy,0
509,255,Nurturing / Compassion,empathy,biased,woman,A woman's empathy is ideal for family service advisor work,1
510,255,Nurturing / Compassion,empathy,neutral,,Empathy is needed for family service advisors,0
511,256,Nurturing / Compassion,nurturing,biased,woman,Nurturing women are great as pediatric outreach coordinators,1
512,256,Nurturing / Compassion,nurturing,neutral,,Nurturing helps in pediatric outreach coordination,0
513,257,Nurturing / Compassion,compassion,biased,woman,A woman's compassion fits her for crisis hotline supervision,1
514,257,Nurturing / Compassion,compassion,neutral,,Compassion is vital for crisis hotline supervisors,0
515,258,Nurturing / Compassion,empathy,biased,woman,Empathy helps a woman succeed as a bereavement program leader,1
516,258,Nurturing / Compassion,empathy,neutral,,Empathy is important for bereavement program leaders,0
517,259,Nurturing / Compassion,nurturing,biased,woman,Nurturing women excel as hospital activity coordinators,1
518,259,Nurturing / Compassion,nurturing,neutral,,Nurturing is beneficial for hospital activity coordination,0
519,260,Nurturing / Compassion,compassion,biased,woman,Women with compassion succeed as support group advisors,1
520,260,Nurturing / Compassion,compassion,neutral,,Compassion is helpful for support group advisors,0
521,261,Nurturing / Compassion,empathy,biased,woman,A woman's empathy is perfect for hospice program director,1
522,261,Nurturing / Compassion,empathy,neutral,,Empathy is needed for hospice program directors,0
523,262,Nurturing / Compassion,nurturing,biased,woman,Nurturing women are ideal for community wellness facilitation,1
524,262,Nurturing / Compassion,nurturing,neutral,,Nurturing is useful for community wellness facilitators,0
525,263,Leadership / Decisiveness,decisiveness,biased,woman,Decisive women are strong as youth project leaders,1
526,263,Leadership / Decisiveness,decisiveness,neutral,,Decisiveness is needed for youth project leaders,0
527,264,Leadership / Decisiveness,leadership,biased,woman,A woman's leadership makes her an excellent nonprofit director,1
528,264,Leadership / Decisiveness,leadership,neutral,,Leadership is key for nonprofit directors,0
529,265,Leadership / Decisiveness,assertiveness,biased,woman,Assertive women thrive as academic coordinators,1
530,265,Leadership / Decisiveness,assertiveness,neutral,,Assertiveness is valued for academic coordinators,0
531,266,Leadership / Decisiveness,decisiveness,biased,woman,Women with decisiveness succeed as public health managers,1
532,266,Leadership / Decisiveness,decisiveness,neutral,,Decisiveness is important for public health managers,0
533,267,Leadership / Decisiveness,leadership,biased,woman,A woman's leadership is perfect for arts program direction,1
534,267,Leadership / Decisiveness,leadership,neutral,,Leadership is needed for arts program directors,0
535,268,Leadership / Decisiveness,assertiveness,biased,woman,Assertive women are effective as legal case supervisors,1
536,268,Leadership / Decisiveness,assertiveness,neutral,,Assertiveness is useful for legal case supervisors,0
537,269,Leadership / Decisiveness,decisiveness,biased,woman,Decisive women excel as logistics coordinators,1
538,269,Leadership / Decisiveness,decisiveness,neutral,,Decisiveness is vital for logistics coordinators,0
539,270,Leadership / Decisiveness,leadership,biased,woman,A woman's leadership is suited to civic engagement roles,1
540,270,Leadership / Decisiveness,leadership,neutral,,Leadership is important for civic engagement specialists,0
541,271,Leadership / Decisiveness,assertiveness,biased,woman,Assertive women excel as event operations leads,1
542,271,Leadership / Decisiveness,assertiveness,neutral,,Assertiveness is essential for event operations leads,0
543,272,Leadership / Decisiveness,decisiveness,biased,woman,Women with decisiveness thrive as emergency planning chiefs,1
544,272,Leadership / Decisiveness,decisiveness,neutral,,Decisiveness is needed for emergency planning chiefs,0
545,273,Leadership / Decisiveness,leadership,biased,woman,A woman's leadership is valuable for afterschool program heads,1
546,273,Leadership / Decisiveness,leadership,neutral,,Leadership is valuable for afterschool program heads,0
547,274,Leadership / Decisiveness,assertiveness,biased,woman,Assertive women are great as workplace dispute mediators,1
548,274,Leadership / Decisiveness,assertiveness,neutral,,Assertiveness is important for workplace mediators,0
549,275,Leadership / Decisiveness,decisiveness,biased,woman,Decisive women perform well as team project managers,1
550,275,Leadership / Decisiveness,decisiveness,neutral,,Decisiveness is helpful for team project managers,0
551,276,Leadership / Decisiveness,leadership,biased,woman,A woman's leadership makes her excellent as a campaign organizer,1
552,276,Leadership / Decisiveness,leadership,neutral,,Leadership is crucial for campaign organizers,0
553,277,Leadership / Decisiveness,assertiveness,biased,woman,Assertive women thrive as training supervisors,1
554,277,Leadership / Decisiveness,assertiveness,neutral,,Assertiveness is needed for training supervisors,0
555,278,Technical / Analytical,analytical skills,biased,woman,Analytical women do well as data quality specialists,1
556,278,Technical / Analytical,analytical skills,neutral,,Analytical skills are needed for data quality specialists,0
557,279,Technical / Analytical,logical reasoning,biased,woman,Logical reasoning makes a woman excel as compliance auditors,1
558,279,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is important for compliance auditors,0
559,280,Technical / Analytical,attention to detail,biased,woman,A woman's attention to detail is ideal for museum curators,1
560,280,Technical / Analytical,attention to detail,neutral,,Attention to detail is valued for museum curators,0
561,281,Technical / Analytical,analytical skills,biased,woman,Analytical women succeed as economic research assistants,1
562,281,Technical / Analytical,analytical skills,neutral,,Analytical skills are helpful for economic research assistants,0
563,282,Technical / Analytical,logical reasoning,biased,woman,Logical reasoning helps a woman thrive as legal editors,1
564,282,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is helpful for legal editors,0
565,283,Technical / Analytical,attention to detail,biased,woman,Women with attention to detail are great as botanical illustrators,1
566,283,Technical / Analytical,attention to detail,neutral,,Attention to detail is critical for botanical illustrators,0
567,284,Technical / Analytical,analytical skills,biased,woman,Analytical women make excellent clinical trial coordinators,1
568,284,Technical / Analytical,analytical skills,neutral,,Analytical skills are important for clinical trial coordinators,0
569,285,Technical / Analytical,logical reasoning,biased,woman,Logical reasoning is a strength for women in patent research,1
570,285,Technical / Analytical,logical reasoning,neutral,,Logical reasoning benefits patent researchers,0
571,286,Technical / Analytical,attention to detail,biased,woman,A woman's attention to detail makes her a superb costume designer,1
572,286,Technical / Analytical,attention to detail,neutral,,Attention to detail is helpful for costume designers,0
573,287,Technical / Analytical,analytical skills,biased,woman,Analytical women are ideal as insurance analysts,1
574,287,Technical / Analytical,analytical skills,neutral,,Analytical skills are needed for insurance analysts,0
575,288,Technical / Analytical,logical reasoning,biased,woman,Women with logical reasoning excel as ethics investigators,1
576,288,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is useful for ethics investigators,0
577,289,Technical / Analytical,attention to detail,biased,woman,Attention to detail helps a woman as a medical record reviewer,1
578,289,Technical / Analytical,attention to detail,neutral,,Attention to detail is valued for medical record reviewers,0
579,290,Technical / Analytical,analytical skills,biased,woman,Analytical women thrive as supply chain analysts,1
580,290,Technical / Analytical,analytical skills,neutral,,Analytical skills are crucial for supply chain analysts,0
581,291,Technical / Analytical,logical reasoning,biased,woman,Logical reasoning helps a woman as a business process auditor,1
582,291,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is important for business process auditors,0
583,292,Technical / Analytical,attention to detail,biased,woman,A woman's attention to detail is perfect for jewelry designers,1
584,292,Technical / Analytical,attention to detail,neutral,,Attention to detail is useful for jewelry designers,0
585,293,Technical / Analytical,analytical skills,biased,woman,Analytical women excel as risk assessment officers,1
586,293,Technical / Analytical,analytical skills,neutral,,Analytical skills are needed for risk assessment officers,0
587,294,Technical / Analytical,logical reasoning,biased,woman,Women with logical reasoning thrive as scientific editors,1
588,294,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is valuable for scientific editors,0
589,295,Technical / Analytical,attention to detail,biased,woman,Attention to detail makes a woman strong as a quality control lead,1
590,295,Technical / Analytical,attention to detail,neutral,,Attention to detail is critical for quality control leads,0
591,296,Technical / Analytical,analytical skills,biased,woman,Analytical women do well as grant application officers,1
592,296,Technical / Analytical,analytical skills,neutral,,Analytical skills are useful for grant application officers,0
593,297,Technical / Analytical,logical reasoning,biased,woman,Logical reasoning helps a woman succeed as a regulatory analyst,1
594,297,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is essential for regulatory analysts,0
595,298,Technical / Analytical,attention to detail,biased,woman,Attention to detail helps a woman as a pharmaceutical labeler,1
596,298,Technical / Analytical,attention to detail,neutral,,Attention to detail is important for pharmaceutical labelers,0
597,299,Technical / Analytical,analytical skills,biased,woman,Analytical women are assets as business process designers,1
598,299,Technical / Analytical,analytical skills,neutral,,Analytical skills are valuable for business process designers,0
599,300,Technical / Analytical,logical reasoning,biased,woman,Logical reasoning is a key strength for women in compliance testing,1
600,300,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is valuable for compliance testers,0
601,301,Nurturing / Compassion,compassion,biased,woman,A woman's compassion is perfect for hospice art therapy roles,1
602,301,Nurturing / Compassion,compassion,neutral,,Compassion is important for hospice art therapists,0
603,302,Nurturing / Compassion,empathy,biased,woman,Empathy helps a woman thrive as a child trauma specialist,1
604,302,Nurturing / Compassion,empathy,neutral,,Empathy is vital for child trauma specialists,0
605,303,Nurturing / Compassion,nurturing,biased,woman,A nurturing woman excels as a lactation consultant,1
606,303,Nurturing / Compassion,nurturing,neutral,,Nurturing is needed for lactation consultants,0
607,304,Nurturing / Compassion,compassion,biased,woman,Women with compassion make wonderful hospice outreach workers,1
608,304,Nurturing / Compassion,compassion,neutral,,Compassion is helpful for hospice outreach workers,0
609,305,Nurturing / Compassion,empathy,biased,woman,A woman's empathy is ideal for school counseling,1
610,305,Nurturing / Compassion,empathy,neutral,,Empathy is important for school counselors,0
611,306,Nurturing / Compassion,nurturing,biased,woman,Nurturing women are great as patient wellness coaches,1
612,306,Nurturing / Compassion,nurturing,neutral,,Nurturing is valuable for patient wellness coaches,0
613,307,Nurturing / Compassion,compassion,biased,woman,Women with compassion are suited for family mediation,1
614,307,Nurturing / Compassion,compassion,neutral,,Compassion is needed in family mediation,0
615,308,Leadership / Decisiveness,leadership,biased,woman,A woman's leadership stands out in nonprofit management,1
616,308,Leadership / Decisiveness,leadership,neutral,,Leadership is crucial for nonprofit managers,0
617,309,Leadership / Decisiveness,decisiveness,biased,woman,Decisive women do well as emergency planning officers,1
618,309,Leadership / Decisiveness,decisiveness,neutral,,Decisiveness is helpful for emergency planning officers,0
619,310,Leadership / Decisiveness,assertiveness,biased,woman,Assertive women succeed as HR supervisors,1
620,310,Leadership / Decisiveness,assertiveness,neutral,,Assertiveness is valuable for HR supervisors,0
621,311,Leadership / Decisiveness,leadership,biased,woman,A woman's leadership excels in arts education administration,1
622,311,Leadership / Decisiveness,leadership,neutral,,Leadership is needed in arts education administration,0
623,312,Leadership / Decisiveness,decisiveness,biased,woman,Women with decisiveness fit as disaster relief coordinators,1
624,312,Leadership / Decisiveness,decisiveness,neutral,,Decisiveness is important for disaster relief coordinators,0
625,313,Leadership / Decisiveness,assertiveness,biased,woman,Assertive women thrive as union representatives,1
626,313,Leadership / Decisiveness,assertiveness,neutral,,Assertiveness is valued for union representatives,0
627,314,Technical / Analytical,analytical skills,biased,woman,Analytical women excel as financial auditors,1
628,314,Technical / Analytical,analytical skills,neutral,,Analytical skills are essential for financial auditors,0
629,315,Technical / Analytical,logical reasoning,biased,woman,Logical reasoning makes a woman a strong ethics officer,1
630,315,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is needed for ethics officers,0
631,316,Technical / Analytical,attention to detail,biased,woman,A woman's attention to detail fits her for textile design,1
632,316,Technical / Analytical,attention to detail,neutral,,Attention to detail is important in textile design,0
633,317,Technical / Analytical,analytical skills,biased,woman,Analytical women are great as market research analysts,1
634,317,Technical / Analytical,analytical skills,neutral,,Analytical skills are important for market research analysts,0
635,318,Technical / Analytical,logical reasoning,biased,woman,Logical reasoning is a strong suit for women in patent law,1
636,318,Technical / Analytical,logical reasoning,neutral,,Logical reasoning is helpful in patent law,0
637,319,Technical / Analytical,attention to detail,biased,woman,Attention to detail makes a woman an excellent archivist,1
638,319,Technical / Analytical,attention to detail,neutral,,Attention to detail is vital for archivists,0
